ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type
107;IFRC;Welfare;PSS;Child Friendly Space Activities;722;72241;South Poblacion;Finished;48;Individuals
108;IFRC;Welfare;PSS;Child Friendly Space Activities;1753;175318;Minara;Finished;50;Individuals
109;IFRC;Welfare;PSS;Child Friendly Space Activities;712;71246;Poblacion;Finished;80;Individuals
110;IFRC;Welfare;PSS;Child Friendly Space Activities;712;71243;Central;Finished;85;Individuals
111;IFRC;Welfare;PSS;Child Friendly Space Activities;722;72250;Dumlog;Finished;104;Individuals
112;IFRC;Welfare;PSS;Child Friendly Space Activities;1753;175316;Langogan;Finished;116;Individuals
113;IFRC;Welfare;PSS;Child Friendly Space Activities;1753;175318;1;Finished;177;Individuals
114;IFRC;Welfare;PSS;Child Friendly Space Activities;712;71246;Poblacion;Finished;250;Individuals
115;IFRC;Welfare;PSS;Child Friendly Space Activities;712;71246;Poblacion;Finished;300;Individuals
116;IFRC;Welfare;PSS;Child Friendly Space Activities;712;71224;Lawis;Finished;308;Individuals
117;IFRC;Welfare;PSS;Child Friendly Space Activities;712;71209;Asinan;Finished;332;Individuals
118;IFRC;Welfare;PSS;Child Friendly Space Activities;712;71224;Lutao;Finished;334;Individuals
119;IFRC;Welfare;PSS;Child Friendly Space Activities;712;71246;Central;Finished;385;Individuals
120;IFRC;Welfare;PSS;Child Friendly Space Activities;712;71243;Poblacion;Finished;507;Individuals
121;IFRC;Welfare;PSS;Child Friendly Space Activities;712;71248;Tuboran;Finished;508;Individuals
122;IFRC;ERU;Clearing;Clearing;722;72250;Mohon;Finished;15;cubic meters
123;IFRC;ERU;Clearing;Clearing;722;72217;Escario to Careta;Finished;60;cubic meters
124;IFRC;ERU;Clearing;Clearing;722;72217;Apas;Finished;110;cubic meters
125;IFRC;Health;Health;Face Mask;722;72234;Lutac;Finished;3;Individuals
126;IFRC;Health;Health;Face Mask;722;72234;South Poblacion;Finished;3;Individuals
127;IFRC;Health;Health;Face Mask;722;72234;Tuyan;Finished;5;Individuals
128;IFRC;Health;Health;Face Mask;722;72234;West Poblacion;Finished;9;Individuals
129;IFRC;Health;Health;Face Mask;722;72214;Napo;Finished;15;Individuals
130;IFRC;Health;Health;Face Mask;722;72234;Bairan;Finished;16;Individuals
131;IFRC;Health;Health;Face Mask;722;72234;Tangke;Finished;17;Individuals
132;IFRC;Health;Health;Face Mask;722;72230;Jagobiao;Finished;30;Individuals
133;IFRC;Health;Health;Face Mask;722;72234;Langtad;Finished;35;Individuals
134;IFRC;Health;Health;Face Mask;722;72234;North Poblacion;Finished;49;Individuals
135;IFRC;Health;Health;Face Mask;712;71224;Lawis;Finished;60;Individuals
136;IFRC;Health;Health;Face Mask;722;72217;Dumlog;Finished;70;Individuals
137;IFRC;Health;Health;Face Mask;722;72234;Inoburan;Finished;76;Individuals
138;IFRC;Health;Health;Face Mask;712;71209;Asinan;Finished;87;Individuals
139;IFRC;Health;Health;Face Mask;722;72234;Tina-an;Finished;88;Individuals
140;IFRC;Health;Health;Face Mask;712;71214;Poblacion Norte;Finished;90;Individuals
141;IFRC;Health;Health;Face Mask;712;71246;Poblacion;Finished;133;Individuals
142;IFRC;Health;Health;Face Mask;712;71246;Central;Finished;150;Individuals
143;IFRC;Health;Health;Face Mask;712;71248;Tuboran;Finished;150;Individuals
144;IFRC;Health;Health;Face Mask;712;71243;Poblacion;Finished;151;Individuals
145;IFRC;Health;Health;Face Mask;712;71224;Lutao;Finished;159;Individuals
146;IFRC;Health;Health;Face Mask;712;71245;Paca-Paca;Finished;160;Individuals
147;IFRC;Health;Health;Face Mask;712;71245;Centro;Finished;190;Individuals
148;IFRC;Health;Health;Face Mask;712;71214;"Poblacion Sur
";Finished;208;Individuals
149;IFRC;Health;Health;Face Mask;712;71243;San Isidro;Finished;243;Individuals
150;IFRC;Health;Health;Face Mask;712;71214;Bonbon;Finished;355;Individuals
151;IFRC;Health;Health;Face Mask;712;71246;Poblacion;Finished;394;Individuals
152;IFRC;Health;Health;Face Mask;712;71243;Central;Finished;400;Individuals
153;IFRC;Health;Health;Face Mask;712;71246;Poblacion;Finished;675;Individuals
154;PRC;Health;Safety;First Aid Management;722;72226;Buaya;Finished;1;Individual
155;PRC;Health;Safety;First Aid Management;722;72226;Canjulao;Finished;1;Individual
156;PRC;Health;Safety;First Aid Management;722;72226;Canjulao;Finished;1;Individual
157;IFRC;Health;Safety;First Aid Management;1667;166724;Capalayan;Finished;1;Individual
158;IFRC;Health;Safety;First Aid Management;1667;166716;Consolacion;Finished;1;Individual
159;PRC;Health;Safety;First Aid Management;722;72226;Looc;Finished;1;Individual
160;IFRC;Health;Safety;First Aid Management;1667;166716;Mabini;Finished;1;Individual
161;IFRC;Health;Safety;First Aid Management;864;86419;Triana;Finished;1;Individual
162;IFRC;Health;Safety;First Aid Management;1667;166724;Washington;Finished;1;Individual
163;IFRC;Health;Safety;First Aid Management;1667;166724;;Finished;1;Individual
164;IFRC;Health;Safety;First Aid Management;1667;;;Finished;1;Individual
165;IFRC;Health;Safety;First Aid Management;1667;;;Finished;1;Individual
166;IFRC;Health;Safety;First Aid Management;1667;;;Finished;1;Individual
167;PRC;Health;Safety;First Aid Management;722;72226;Ibo;Finished;2;Individuals
168;IFRC;Health;Safety;First Aid Management;1667;166707;Jubang;Finished;2;Individuals
169;IFRC;Health;Safety;First Aid Management;722;72234;Poblacion;Finished;2;Individuals
170;IFRC;Health;Safety;First Aid Management;1667;166724;Punta Bilar;Finished;2;Individuals
171;PRC;Health;Safety;First Aid Management;722;72226;Pusok;Finished;2;Individuals
172;IFRC;Health;Safety;First Aid Management;1667;166724;Washington;Finished;2;Individuals
173;IFRC;Health;Safety;First Aid Management;1667;166724;Washington;Finished;2;Individuals
174;IFRC;Health;Safety;First Aid Management;1667;;;Finished;2;Individuals
175;IFRC;Health;Safety;First Aid Management;1667;;;Finished;2;Individuals
176;IFRC;Health;Safety;First Aid Management;1667;;;Finished;2;Individuals
177;IFRC;Health;Safety;First Aid Management;722;72250;Dumlog;Finished;4;Individuals
178;PRC;Health;Safety;First Aid Management;722;72226;Ibo;Finished;4;Individuals
179;IFRC;Health;Safety;First Aid Management;1753;175318;Poblacion 1;Finished;4;Individuals
180;IFRC;Health;Safety;First Aid Management;1667;166724;Washington;Finished;6;Individuals
181;IFRC;Health;Safety;First Aid Management;1667;;;Finished;6;Individuals
182;PRC;Health;Safety;First Aid Management;722;72226;Pusok;Finished;7;Individuals
183;IFRC;Health;Safety;First Aid Management;1667;;;Finished;8;Individuals
184;IFRC;Health;Safety;First Aid Management;1667;;;Finished;9;Individuals
185;IFRC;Health;Safety;First Aid Management;864;86406;Poblacion;Finished;10;Individuals
186;IFRC;Health;Safety;First Aid Management;1753;175318;Poblacion;Finished;27;Individuals
187;IFRC;Health;Safety;First Aid Station;712;71228;Agape;Finished;1;Station
188;IFRC;Health;Safety;First Aid Station;722;72234;Bairan;Finished;1;Station
189;IFRC;Health;Safety;First Aid Station;864;86407;Bogo;Finished;1;Station
190;IFRC;Health;Safety;First Aid Station;712;71214;Bonbon;Finished;1;Station
191;IFRC;Health;Safety;First Aid Station;712;71229;Camay- An;Finished;1;Station
192;IFRC;Health;Safety;First Aid Station;712;71245;Centro;Finished;1;Station
193;IFRC;Health;Safety;First Aid Station;722;72250;Dumlog;Finished;1;Station
194;IFRC;Health;Safety;First Aid Station;722;72214;Guadalupe;Finished;1;Station
195;IFRC;Health;Safety;First Aid Station;864;86407;Guadalupe;Finished;1;Station
196;IFRC;Health;Safety;First Aid Station;722;72234;Inoburan;Finished;1;Station
197;IFRC;Health;Safety;First Aid Station;722;72230;Jagobiao;Finished;1;Station
198;IFRC;Health;Safety;First Aid Station;722;72230;Jagobiao;Finished;1;Station
199;IFRC;Health;Safety;First Aid Station;712;71245;Kawayanan;Finished;1;Station
200;IFRC;Health;Safety;First Aid Station;712;71245;Kawayanan;Finished;1;Station
201;IFRC;Health;Safety;First Aid Station;722;72234;Langtad;Finished;1;Station
202;IFRC;Health;Safety;First Aid Station;722;72234;Lutac;Finished;1;Station
203;IFRC;Health;Safety;First Aid Station;722;72234;North Poblacion;Finished;1;Station
204;IFRC;Health;Safety;First Aid Station;722;72241;North Poblacion;Finished;1;Station
205;IFRC;Health;Safety;First Aid Station;712;71245;Paca-Paca;Finished;1;Station
206;IFRC;Health;Safety;First Aid Station;722;72217;Pahina Central;Finished;1;Station
207;IFRC;Health;Safety;First Aid Station;722;72214;Perrelos;Finished;1;Station
208;IFRC;Health;Safety;First Aid Station;722;72241;Pitalo;Finished;1;Station
209;IFRC;Health;Safety;First Aid Station;722;72234;Poblacion;Finished;1;Station
210;IFRC;Health;Safety;First Aid Station;722;72234;Poblacion;Finished;1;Station
211;IFRC;Health;Safety;First Aid Station;864;86406;Poblacion;Finished;1;Station
212;IFRC;Health;Safety;First Aid Station;864;86417;Poblacion;Finished;1;Station
213;IFRC;Health;Safety;First Aid Station;712;71214;Poblacion Norte;Finished;1;Station
214;IFRC;Health;Safety;First Aid Station;712;71214;Poblacion Sur;Finished;1;Station
215;IFRC;Health;Safety;First Aid Station;712;71201;Punong;Finished;1;Station
216;IFRC;Health;Safety;First Aid Station;712;71201;Punong;Finished;1;Station
217;IFRC;Health;Safety;First Aid Station;1667;166724;Punta Bilar;Finished;1;Station
218;IFRC;Health;Safety;First Aid Station;1667;166724;San Roque;Finished;1;Station
219;IFRC;Health;Safety;First Aid Station;712;71228;Sitio Alapog Kalbaryo;Finished;1;Station
220;IFRC;Health;Safety;First Aid Station;722;72234;South Poblacion;Finished;1;Station
221;IFRC;Health;Safety;First Aid Station;722;72241;South Poblacion;Finished;1;Station
222;IFRC;Health;Safety;First Aid Station;864;86417;Tampoong;Finished;1;Station
223;IFRC;Health;Safety;First Aid Station;722;72234;Tangke;Finished;1;Station
224;IFRC;Health;Safety;First Aid Station;722;72234;Tina-an;Finished;1;Station
225;IFRC;Health;Safety;First Aid Station;722;72234;Tina-an;Finished;1;Station
226;IFRC;Health;Safety;First Aid Station;722;72234;Tuyan;Finished;1;Station
227;IFRC;Health;Safety;First Aid Station;712;71228;Villa Limpia;Finished;1;Station
228;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
229;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
230;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
231;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
232;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
233;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
234;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
235;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
236;IFRC;Health;Safety;First Aid Station;722;72234;West Poblacion;Finished;1;Station
237;IFRC;Health;Safety;First Aid Station;1667;166724;;Finished;1;Station
238;IFRC;Health;Safety;First Aid Station;1667;166724;;Finished;1;Station
239;IFRC;Health;Safety;First Aid Station;1667;166724;;Finished;1;Station
240;IFRC;Health;Safety;First Aid Station;1667;166724;;Finished;1;Station
241;IFRC;Health;Safety;First Aid Station;1667;;;Finished;1;Station
242;PRC;Safety;Safety;First Aid Training;1667;166716;Jaboy;Finished;7;Individuals
243;PRC;Safety;Safety;First Aid Training;1667;166716;Pilaring;Finished;17;Individuals
244;PRC;Safety;Safety;First Aid Training;1667;166710;Poblacion;Finished;17;Individuals
245;PRC;Safety;Safety;First Aid Training;1667;166710;Tawin-Tawin;Finished;21;Individuals
246;PRC;Safety;Safety;First Aid Training;1667;166707;;Finished;24;Individuals
247;PRC;Safety;Safety;First Aid Training;1667;166718;Sta. Cruz;Finished;27;Individuals
248;PRC;Safety;Safety;First Aid Training;1667;166721;T. Arlan;Finished;27;Individuals
249;PRC;Safety;Safety;First Aid Training;1667;166724;;Finished;33;Individuals
250;PRC;Safety;Safety;First Aid Training;1667;166724;;Finished;37;Individuals
251;PRC;Safety;Safety;First Aid Training;1667;166724;;Finished;52;Individuals
252;PRC;Safety;Safety;First Aid Training;1667;166724;;Finished;63;Individuals
253;PRC;Safety;Safety;First Aid Training;1667;166716;Consolacion;Finished;77;Individuals
254;PRC;Safety;Safety;First Aid Training;1667;166716;Jaboy;Finished;80;Individuals
255;PRC;Safety;Safety;First Aid Training;1667;166707;Jubang;Finished;80;Individuals
256;PRC;Safety;Safety;First Aid Training;1667;166704;Matinao;Finished;94;Individuals
257;PRC;Safety;Safety;First Aid Training;1667;166710;Poblacion;Finished;95;Individuals
258;PRC;Safety;Safety;First Aid Training;1667;166716;Mabini;Finished;111;Individuals
259;PRC;Safety;Safety;First Aid Training;1667;166704;Bitaug;Finished;132;Individuals
260;PRC;Safety;Safety;First Aid Training;1667;166704;Poblacion 1;Finished;214;Individuals
261;PRC;Safety;Safety;First Aid Training;1667;166710;Poblacion;Finished;272;Individuals
262;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;New Cuyo;Finished;2;families
263;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Rizal;Finished;6;families
264;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Poblacion;Finished;15;families
265;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Magara;Finished;17;families
266;IFRC;Relief;Food Items;Food Items (Standard);1753;175303;Tinitinan;Finished;40;families
267;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Poblacion 4;Finished;50;families
268;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Tagumpay;Finished;126;families
269;IFRC;Relief;Food Items;Food Items (Standard);1753;175303;Dalayawan;Finished;140;families
270;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Tinitian;Finished;202;families
271;IFRC;Relief;Food Items;Food Items (Standard);1753;175320;Calawag;Finished;300;families
272;IFRC;Relief;Food Items;Food Items (Standard);1753;175303;Tinintinan;Finished;460;families
273;ICRC;Relief;Food Items;Food Packs (15 days rations);1667;166716;Consolacion;Finished;69;families
274;ICRC;Relief;Food Items;Food Packs (15 days rations);1667;166716;Jaboy;Finished;98;families
275;ICRC;Relief;Food Items;Food Packs (15 days rations);1667;166707;Jubang;Finished;212;families
276;ICRC;Relief;Food Items;Food Packs (15 days rations);1685;168503;New Mabuhay;Finished;432;families
277;PRC;Welfare;Asset;Food Truck;619;61914;;Finished;1;unit
278;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Orok;Finished;8;Individuals
279;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;14;Individuals
280;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Canlanipa;Finished;22;Individuals
281;Local Donation;WASH;WASH;Hand Sanitizer;1667;86413;Honrado;Finished;25;Individuals
282;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;29;Individuals
283;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;38;Individuals
284;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Luna;Finished;44;Individuals
285;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;50;Individuals
286;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Balibayon;Finished;55;Individuals
287;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Day-asan;Finished;60;Individuals
288;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;74;Individuals
289;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Capalayan;Finished;88;Individuals
290;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;San Roque;Finished;95;Individuals
291;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;98;Individuals
292;Local Donation;WASH;WASH;Hand Sanitizer;1667;86413;Macopa;Finished;130;Individuals
293;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Punta Bilar;Finished;247;Individuals
294;IFRC;Health;Health;Health Consultation;1667;166707;Poblacion 3;Finished;17;Individuals
295;IFRC;Health;Health;Health Consultation;1667;166707;Jubang;Finished;40;Individuals
296;IFRC;Health;Health;Health Consultation;1667;166718;San Juan;Finished;62;Individuals
297;IFRC;Health;Health;Health Promotion;722;72217;San Antonio;Finished;32;Individuals
298;IFRC;Health;Health;Health Promotion;722;72205;Poblacion;Finished;38;Individuals
299;IFRC;Health;Health;Health Promotion;722;72217;San Antonio;Finished;43;Individuals
300;IFRC;Health;Health;Health Promotion;722;72217;Capitol Site;Finished;51;Individuals
301;IFRC;Health;Health;Health Promotion;722;72217;Pahina Central;Finished;67;Individuals
302;IFRC;Health;Health;Health Promotion;722;72217;Apas;Finished;68;Individuals
303;IFRC;Health;Health;Health Promotion;722;72217;Busay;Finished;75;Individuals
304;IFRC;Health;Health;Health Promotion;722;72241;North Poblacion;Finished;79;Individuals
305;IFRC;Health;Health;Health Promotion;722;72217;T-Padilla;Finished;81;Individuals
306;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;87;Individuals
307;IFRC;Health;Health;Health Promotion;722;72217;Talamban;Finished;91;Individuals
308;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;93;Individuals
309;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;93;Individuals
310;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;94;Individuals
311;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;98;Individuals
312;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;98;Individuals
313;IFRC;Health;Health;Health Promotion;722;72217;Pahina Central;Finished;98;Individuals
314;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;103;Individuals
315;IFRC;Health;Health;Health Promotion;722;72250;Dumlog;Finished;104;Individuals
316;IFRC;Health;Health;Health Promotion;722;72217;Inayawan;Finished;108;Individuals
317;IFRC;Health;Health;Health Promotion;722;72217;San Nicolas;Finished;618;Individuals
318;IFRC;Health;Health;Health Referral;1667;166724;Washington;Finished;1;Individual
319;IFRC;Health;Health;Health Referral;1667;166724;Washington;Finished;2;Individuals
